uid,exe,job_id,rank,ProducerName,file,record_id,module,type,max_byte,switches,flushes,cnt,op,pt_sel,irreg_hslab,reg_hslab,ndims,npoints,off,len,start,dur,total,timestamp
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19040582,0,n20,<STDIN>,9.22337E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713473476.197587
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19040582,0,n20,<STDOUT>,9.22337E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713473476.197587
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19040582,0,n20,<STDERR>,7.23826E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713473476.197587
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,51,-1,0,1,write,-1,-1,-1,-1,-1,0,52,0.071492,0.000006,0.000006,1713473476.269085
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,98,-1,0,2,write,-1,-1,-1,-1,-1,52,47,0.07195,0.000001,0.000007,1713473476.269538
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,120,-1,0,3,write,-1,-1,-1,-1,-1,99,22,0.071998,0,0.000008,1713473476.269585
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,182,-1,0,4,write,-1,-1,-1,-1,-1,121,62,0.072016,0,0.000008,1713473476.269603
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,185,-1,0,5,write,-1,-1,-1,-1,-1,183,3,0.072031,0,0.000009,1713473476.269618
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,189,-1,0,6,write,-1,-1,-1,-1,-1,186,4,0.072049,0,0.000009,1713473476.269635
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,192,-1,0,7,write,-1,-1,-1,-1,-1,190,3,0.072062,0,0.000009,1713473476.269649
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,195,-1,0,8,write,-1,-1,-1,-1,-1,193,3,0.072075,0,0.000009,1713473476.269662
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,198,-1,0,9,write,-1,-1,-1,-1,-1,196,3,0.072087,0,0.000009,1713473476.269674
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,201,-1,0,10,write,-1,-1,-1,-1,-1,199,3,0.0721,0,0.00001,1713473476.269686
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,204,-1,0,11,write,-1,-1,-1,-1,-1,202,3,0.072113,0,0.00001,1713473476.269699
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,207,-1,0,12,write,-1,-1,-1,-1,-1,205,3,0.072125,0,0.00001,1713473476.269712
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,210,-1,0,13,write,-1,-1,-1,-1,-1,208,3,0.072142,0,0.00001,1713473476.269729
12345,N/A,19040582,0,n20,N/A,9.22337E+18,STDIO,MOD,213,-1,0,14,write,-1,-1,-1,-1,-1,211,3,0.072155,0,0.00001,1713473476.269742
