uid,exe,job_id,rank,ProducerName,file,record_id,module,type,max_byte,switches,flushes,cnt,op,pt_sel,irreg_hslab,reg_hslab,ndims,npoints,off,len,start,dur,total,timestamp
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19040551,0,n21,<STDIN>,9.22337E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713473238.945981
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19040551,0,n21,<STDOUT>,9.22337E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713473238.945981
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19040551,0,n21,<STDERR>,7.23826E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713473238.945981
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,51,-1,0,1,write,-1,-1,-1,-1,-1,0,52,0.044958,0.000003,0.000003,1713473238.990943
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,98,-1,0,2,write,-1,-1,-1,-1,-1,52,47,0.045356,0.000001,0.000004,1713473238.991338
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,120,-1,0,3,write,-1,-1,-1,-1,-1,99,22,0.045382,0,0.000005,1713473238.991364
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,182,-1,0,4,write,-1,-1,-1,-1,-1,121,62,0.045419,0,0.000005,1713473238.991400
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,185,-1,0,5,write,-1,-1,-1,-1,-1,183,3,0.045435,0,0.000005,1713473238.991417
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,189,-1,0,6,write,-1,-1,-1,-1,-1,186,4,0.045455,0,0.000006,1713473238.991437
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,192,-1,0,7,write,-1,-1,-1,-1,-1,190,3,0.04547,0,0.000006,1713473238.991451
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,195,-1,0,8,write,-1,-1,-1,-1,-1,193,3,0.045493,0.000001,0.000007,1713473238.991476
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,198,-1,0,9,write,-1,-1,-1,-1,-1,196,3,0.045513,0,0.000007,1713473238.991495
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,201,-1,0,10,write,-1,-1,-1,-1,-1,199,3,0.045527,0,0.000007,1713473238.991508
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,204,-1,0,11,write,-1,-1,-1,-1,-1,202,3,0.04554,0,0.000007,1713473238.991521
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,207,-1,0,12,write,-1,-1,-1,-1,-1,205,3,0.045556,0,0.000008,1713473238.991538
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,210,-1,0,13,write,-1,-1,-1,-1,-1,208,3,0.045569,0,0.000008,1713473238.991551
12345,N/A,19040551,0,n21,N/A,9.22337E+18,STDIO,MOD,213,-1,0,14,write,-1,-1,-1,-1,-1,211,3,0.045583,0,0.000008,1713473238.991564
