uid,exe,job_id,rank,ProducerName,file,record_id,module,type,max_byte,switches,flushes,cnt,op,pt_sel,irreg_hslab,reg_hslab,ndims,npoints,off,len,start,dur,total,timestamp
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19047177,0,n1119,<STDIN>,9.22337E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713585247.463272
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19047177,0,n1119,<STDOUT>,9.22337E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713585247.463272
12345,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,19047177,0,n1119,<STDERR>,7.23826E+18,STDIO,MET,-1,-1,-1,1,open,-1,-1,-1,-1,-1,-1,-1,0,0,0,1713585247.463272
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,51,-1,0,1,write,-1,-1,-1,-1,-1,0,52,0.067659,0.000004,0.000004,1713585247.530934
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,98,-1,0,2,write,-1,-1,-1,-1,-1,52,47,0.068035,0.000001,0.000005,1713585247.531308
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,120,-1,0,3,write,-1,-1,-1,-1,-1,99,22,0.068051,0,0.000005,1713585247.531324
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,182,-1,0,4,write,-1,-1,-1,-1,-1,121,62,0.06806,0,0.000005,1713585247.531332
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,185,-1,0,5,write,-1,-1,-1,-1,-1,183,3,0.06807,0,0.000006,1713585247.531342
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,187,-1,0,6,write,-1,-1,-1,-1,-1,186,2,0.068075,0,0.000006,1713585247.531347
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,190,-1,0,7,write,-1,-1,-1,-1,-1,188,3,0.06808,0,0.000006,1713585247.531352
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,194,-1,0,8,write,-1,-1,-1,-1,-1,191,4,0.068087,0,0.000006,1713585247.531359
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,197,-1,0,9,write,-1,-1,-1,-1,-1,195,3,0.068092,0,0.000006,1713585247.531364
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,200,-1,0,10,write,-1,-1,-1,-1,-1,198,3,0.068097,0,0.000006,1713585247.531369
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,203,-1,0,11,write,-1,-1,-1,-1,-1,201,3,0.068101,0,0.000006,1713585247.531373
12345,N/A,19047177,0,n1119,N/A,9.22337E+18,STDIO,MOD,206,-1,0,12,write,-1,-1,-1,-1,-1,204,3,0.068106,0,0.000006,1713585247.531378
